label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Hello,0.5551409125328064,0.9652332067489624,7.265308568094042e-07,0.6480441689491272,0.9164385795593262,-0.03230784460902214,0.7270402908325195,0.8122894763946533,-0.04244495928287506,0.788967490196228,0.7314754724502563,-0.0533517450094223,0.8432683944702148,0.6866219639778137,-0.06328315287828445,0.679279625415802,0.6399691104888916,4.050711140735075e-05,0.7223060131072998,0.5273973345756531,-0.014719078317284584,0.747183620929718,0.45408254861831665,-0.03024182841181755,0.7662402391433716,0.3946632146835327,-0.042589347809553146,0.6252762079238892,0.6174231171607971,-0.004161403514444828,0.6536984443664551,0.484109491109848,-0.014189391396939754,0.6704962253570557,0.397367388010025,-0.027267668396234512,0.6836903691291809,0.32142043113708496,-0.037531934678554535,0.5697327256202698,0.623396098613739,-0.015979405492544174,0.5751242637634277,0.49191009998321533,-0.03349180147051811,0.5775473713874817,0.4036751687526703,-0.05138924717903137,0.5797857642173767,0.3252503275871277,-0.064235158264637,0.510392427444458,0.6539075970649719,-0.032009709626436234,0.48556947708129883,0.5597790479660034,-0.05478358268737793,0.4675911068916321,0.4896138906478882,-0.06828143447637558,0.454314649105072,0.4204343557357788,-0.07685815542936325
ThankYou,0.5764703750610352,0.8441872000694275,7.573610787403595e-07,0.6650281548500061,0.8119593858718872,-0.03837556764483452,0.7420105934143066,0.7179074883460999,-0.05222037434577942,0.7995463013648987,0.6399883031845093,-0.06408719718456268,0.8558251857757568,0.5963916778564453,-0.07489196956157684,0.7120378017425537,0.56673663854599,-0.02047770284116268,0.7695327401161194,0.4649941623210907,-0.04633830487728119,0.8077347874641418,0.4024934470653534,-0.06791022419929504,0.8404175639152527,0.35081925988197327,-0.08298758417367935,0.6580950617790222,0.5347514748573303,-0.021345676854252815,0.6936874389648438,0.412992000579834,-0.04131584241986275,0.7213249802589417,0.33508309721946716,-0.058725181967020035,0.746004045009613,0.2677195370197296,-0.07125220447778702,0.6022472381591797,0.5345356464385986,-0.02905678190290928,0.6183227300643921,0.42053651809692383,-0.051820363849401474,0.6387163400650024,0.3424118459224701,-0.06883418560028076,0.6611852645874023,0.2726113796234131,-0.08037452399730682,0.544840931892395,0.5611206293106079,-0.04103429988026619,0.5289499163627625,0.47464004158973694,-0.06584689021110535,0.5197497010231018,0.4077876806259155,-0.07800809293985367,0.5151911377906799,0.3411458730697632,-0.08509419113397598
Yes,0.5519130229949951,0.8849259614944458,7.984721150933183e-07,0.6418906450271606,0.8491580486297607,-0.04178477078676224,0.7179242372512817,0.7557965517044067,-0.059623006731271744,0.7705334424972534,0.6739966869354248,-0.07624690234661102,0.8242225646972656,0.6259468793869019,-0.09138132631778717,0.6894746422767639,0.5979880094528198,-0.018273070454597473,0.7424771785736084,0.492845356464386,-0.047049954533576965,0.7798561453819275,0.4260096848011017,-0.07025451958179474,0.8112893104553223,0.37439867854118347,-0.08549594134092331,0.6321662664413452,0.5669034719467163,-0.019511660560965538,0.6662541627883911,0.440113365650177,-0.041189711540937424,0.6920812726020813,0.3583747148513794,-0.058331847190856934,0.7166536450386047,0.28348472714424133,-0.06989778578281403,0.5746151208877563,0.5671098828315735,-0.028825845569372177,0.5870343446731567,0.45308828353881836,-0.053923267871141434,0.606564462184906,0.3686428666114807,-0.07118470221757889,0.6278608441352844,0.29387208819389343,-0.08227802067995071,0.5152782201766968,0.5951476693153381,-0.0429864339530468,0.4945443272590637,0.5063142776489258,-0.06947414577007294,0.48040616512298584,0.43561702966690063,-0.08148423582315445,0.4710172712802887,0.36646953225135803,-0.08813189715147018
Yes,0.4634341299533844,0.8726187944412231,6.927947993062844e-07,0.5499066114425659,0.8403146266937256,-0.03549960255622864,0.6250985860824585,0.742881178855896,-0.04583532363176346,0.680307149887085,0.6627728939056396,-0.05406520143151283,0.7312420010566711,0.6229646801948547,-0.06140505522489548,0.5937793850898743,0.5992791056632996,-0.02063652314245701,0.6535364389419556,0.5011439323425293,-0.04438299685716629,0.6915672421455383,0.4401043653488159,-0.0648624449968338,0.723805844783783,0.3879016637802124,-0.07970074564218521,0.5432872176170349,0.568249523639679,-0.02150190807878971,0.5814766883850098,0.449358195066452,-0.040119558572769165,0.6074722409248352,0.37035155296325684,-0.05724141746759415,0.6300215125083923,0.30497556924819946,-0.07001557946205139,0.4908773601055145,0.5678330659866333,-0.028655458241701126,0.5037535429000854,0.4576943516731262,-0.05013373866677284,0.5198529362678528,0.3787485957145691,-0.06972618401050568,0.5379295349121094,0.31124135851860046,-0.08376999944448471,0.4364754557609558,0.5929667353630066,-0.03974754363298416,0.41337329149246216,0.5115038156509399,-0.06405726075172424,0.39753830432891846,0.4465920627117157,-0.07864400744438171,0.38773781061172485,0.38287726044654846,-0.08816322684288025
Yes,0.4617311656475067,0.8823184967041016,7.268953936545586e-07,0.5466710925102234,0.8464435935020447,-0.03715209290385246,0.6198505163192749,0.7505186200141907,-0.0500883013010025,0.6758643984794617,0.6691463589668274,-0.06095685437321663,0.728723406791687,0.6236546635627747,-0.07082410901784897,0.588618278503418,0.6041198968887329,-0.021947402507066727,0.6482609510421753,0.5046836137771606,-0.047188661992549896,0.686905562877655,0.4437222480773926,-0.06872805953025818,0.7201201319694519,0.39203500747680664,-0.08399898558855057,0.5381925106048584,0.5747984647750854,-0.02265314944088459,0.5754528641700745,0.4556506872177124,-0.041784655302762985,0.6013035178184509,0.37664714455604553,-0.059318967163562775,0.6242492198944092,0.3106040060520172,-0.07245226949453354,0.4856169819831848,0.5762244462966919,-0.029868951067328453,0.49812647700309753,0.4650222659111023,-0.05172668397426605,0.5131087303161621,0.3868353068828583,-0.07091229408979416,0.5309159159660339,0.3190423548221588,-0.08467455953359604,0.4312540888786316,0.6035085916519165,-0.04120471701025963,0.4083786904811859,0.5225794911384583,-0.06600677222013474,0.3919488191604614,0.4583372175693512,-0.08035557717084885,0.3812914192676544,0.39519014954566956,-0.0894976556301117
Yes,0.4616120159626007,0.8843022584915161,7.313842047551589e-07,0.5461398363113403,0.8490285873413086,-0.03826664760708809,0.6180472373962402,0.7556957006454468,-0.05176585167646408,0.6729930639266968,0.6749399304389954,-0.06301257759332657,0.7245938181877136,0.6272816061973572,-0.07293294370174408,0.5874152779579163,0.6052550673484802,-0.02163676917552948,0.6463351845741272,0.5058391690254211,-0.0463433600962162,0.6838847994804382,0.44481274485588074,-0.067531056702137,0.7158465385437012,0.3929107189178467,-0.08246053755283356,0.5362197160720825,0.5751039981842041,-0.021729890257120132,0.5724242329597473,0.4547668695449829,-0.039968401193618774,0.5982922911643982,0.37657707929611206,-0.056898824870586395,0.6217703223228455,0.3111594319343567,-0.06952658295631409,0.48306185007095337,0.5765592455863953,-0.02849343791604042,0.49496498703956604,0.4655926823616028,-0.04976867884397507,0.5093584656715393,0.38728851079940796,-0.06869059801101685,0.5266316533088684,0.31985053420066833,-0.08221050351858139,0.4283352196216583,0.6042097210884094,-0.03948243334889412,0.4046616852283478,0.523377001285553,-0.06373462826013565,0.3879351019859314,0.4603375494480133,-0.07745451480150223,0.3767384886741638,0.3991633951663971,-0.08601053804159164
Yes,0.4584599435329437,0.889833927154541,7.151251111281454e-07,0.5430858135223389,0.8571143746376038,-0.03803493082523346,0.6144408583641052,0.7605547904968262,-0.050855521112680435,0.6703599691390991,0.676851749420166,-0.06128767877817154,0.7228184938430786,0.6303577423095703,-0.07048936188220978,0.5850645303726196,0.6142793893814087,-0.022946540266275406,0.6437364816665649,0.5127272605895996,-0.04779588431119919,0.6813994646072388,0.4501779079437256,-0.06875870376825333,0.71319979429245,0.39763936400413513,-0.08360058814287186,0.534116804599762,0.5845763683319092,-0.023003874346613884,0.5704419612884521,0.46236786246299744,-0.04126884043216705,0.5956823825836182,0.38335785269737244,-0.0577438548207283,0.6180570125579834,0.31802690029144287,-0.0701214149594307,0.48096799850463867,0.5864531993865967,-0.0295864250510931,0.4928921163082123,0.47458022832870483,-0.050713274627923965,0.5066717267036438,0.3954542279243469,-0.06892944872379303,0.5232663750648499,0.32736918330192566,-0.08211935311555862,0.4261258840560913,0.6149818897247314,-0.04037707671523094,0.40234375,0.5339063405990601,-0.06442844867706299,0.38590648770332336,0.4714129567146301,-0.07769356667995453,0.37481021881103516,0.410152405500412,-0.0860980898141861
Yes,0.45209214091300964,0.8838820457458496,7.30141834992537e-07,0.5357457399368286,0.8454053997993469,-0.037030670791864395,0.6074813604354858,0.7509121894836426,-0.0510336309671402,0.6662685871124268,0.6710216999053955,-0.06296425312757492,0.7190961837768555,0.6234037280082703,-0.07367274910211563,0.5790723562240601,0.6025332808494568,-0.023223446682095528,0.637509822845459,0.5012328028678894,-0.048689208924770355,0.6740247011184692,0.4388267993927002,-0.07040434330701828,0.7054587006568909,0.38557934761047363,-0.08582301437854767,0.5276225209236145,0.5724973678588867,-0.024299200624227524,0.563300609588623,0.45073381066322327,-0.043210238218307495,0.589192807674408,0.3719901442527771,-0.06033891439437866,0.6124112606048584,0.30680957436561584,-0.07323431223630905,0.4735667407512665,0.5742027163505554,-0.03172646835446358,0.4844793975353241,0.46047115325927734,-0.052823085337877274,0.4987771511077881,0.38204866647720337,-0.07096424698829651,0.5165269374847412,0.31440380215644836,-0.08420748263597488,0.4184597134590149,0.6033948063850403,-0.04330403357744217,0.39400213956832886,0.5224822163581848,-0.06686919927597046,0.3771502375602722,0.4602348208427429,-0.0796823650598526,0.3659532070159912,0.3988169729709625,-0.08780311793088913
Yes,0.4504380226135254,0.887662410736084,7.296960120584117e-07,0.5350037217140198,0.8492802381515503,-0.036740608513355255,0.6067049503326416,0.752151370048523,-0.0499487929046154,0.6646279692649841,0.6691873073577881,-0.06121547520160675,0.7153631448745728,0.6207109093666077,-0.07134483754634857,0.5762022733688354,0.6030973792076111,-0.022315697744488716,0.6353234052658081,0.5020955801010132,-0.0482119582593441,0.6729606986045837,0.4397922158241272,-0.07058864086866379,0.7055432796478271,0.3868510127067566,-0.08643455803394318,0.5248818397521973,0.573167622089386,-0.02351043000817299,0.5609105825424194,0.4504508376121521,-0.04290568083524704,0.5876242518424988,0.37003764510154724,-0.06081322208046913,0.6112130284309387,0.3032686412334442,-0.07419116795063019,0.471504807472229,0.5754949450492859,-0.031044967472553253,0.48227035999298096,0.4607110321521759,-0.052390582859516144,0.49606332182884216,0.3817523717880249,-0.07094062119722366,0.512971043586731,0.3138987720012665,-0.08436686545610428,0.41713544726371765,0.6057923436164856,-0.04274582117795944,0.392749547958374,0.5245846509933472,-0.0661994218826294,0.3762834370136261,0.46184301376342773,-0.07913979142904282,0.3654073476791382,0.400293231010437,-0.08736970275640488
Yes,0.45498839020729065,0.9025278091430664,6.732798851771804e-07,0.5384296178817749,0.8664888143539429,-0.03396442160010338,0.6083752512931824,0.7715397477149963,-0.04674864187836647,0.6647391319274902,0.6918414235115051,-0.05898841843008995,0.7159838676452637,0.6441666483879089,-0.07041377574205399,0.5806905031204224,0.6181761622428894,-0.019717715680599213,0.6390711665153503,0.5161853432655334,-0.04674722999334335,0.6769433617591858,0.4545581340789795,-0.06999162584543228,0.709113359451294,0.4025654196739197,-0.08656729757785797,0.5280447006225586,0.5890766978263855,-0.023457759991288185,0.5619621872901917,0.46590447425842285,-0.045291718095541,0.5893866419792175,0.3866458535194397,-0.06532081216573715,0.6133203506469727,0.32092881202697754,-0.0801747739315033,0.47435811161994934,0.5933958292007446,-0.03345022350549698,0.48282960057258606,0.4805453419685364,-0.05781590938568115,0.49830636382102966,0.4022812247276306,-0.07781786471605301,0.5167889595031738,0.3352973759174347,-0.09201638400554657,0.4199903607368469,0.6248403191566467,-0.04729507118463516,0.39653000235557556,0.5399675965309143,-0.07378879934549332,0.3803337514400482,0.4764208197593689,-0.08790320158004761,0.3700898289680481,0.41499465703964233,-0.09680477529764175
